text,true_labels,predicted_labels,missed_labels,extra_labels,largest_decision_margin,source_name,source_type,technique_id,technique_name
Grandoreiro can use MSI files to execute DLLs.,stealth,execution|stealth,,execution,0.5608778981015029,Grandoreiro,malware,T1218.007,Msiexec
Emotet uses obfuscated URLs to download a ZIP file.,stealth,command-and-control|stealth,,command-and-control,0.5575449124792006,Emotet,malware,T1027.013,Encrypted/Encoded File
"After checking for the existence of two files, keyword_parm.txt and parm.txt, MESSAGETAP XOR decodes and read the contents of the files.",stealth,discovery,stealth,discovery,0.5538566761482169,MESSAGETAP,malware,T1140,Deobfuscate/Decode Files or Information
Higaisa sent the victim computer identifier in a User-Agent string back to the C2 server every 10 minutes.,exfiltration,discovery|exfiltration,,discovery,0.5505804050947267,Higaisa,intrusion-set,T1029,Scheduled Transfer
"APT29 has edited the `Microsoft.IdentityServer.Servicehost.exe.config` file to load a malicious DLL into the AD FS process, thereby enabling persistent access to any service federated with AD FS for a user with a specified User Principal Name.",credential-access|defense-impairment|persistence,persistence|privilege-escalation,credential-access|defense-impairment,privilege-escalation,0.5482046562440441,APT29,intrusion-set,T1556.007,Hybrid Identity
HermeticWiper has the ability to overwrite its own file with random bites.,stealth,impact|stealth,,impact,0.5478733042088884,HermeticWiper,malware,T1070.004,File Deletion
StrelaStealer variants include functionality to identify and evade debuggers.,discovery|stealth,discovery,stealth,,0.5460924536386482,StrelaStealer,malware,T1622,Debugger Evasion
The net use \\system\share /delete command can be used in Net to remove an established connection to a network share.,stealth,lateral-movement|stealth,,lateral-movement,0.5428351241284655,Net,tool,T1070.005,Network Share Connection Removal
Kazuar uploads files from a specified directory to the C2 server.,collection,collection|exfiltration,,exfiltration,0.5427156403628799,Kazuar,malware,T1005,Data from Local System
"Dtrack can collect the RegisteredOwner, RegisteredOrganization, and InstallDate registry values.",discovery,defense-impairment|discovery|persistence,,defense-impairment|persistence,0.5412767800391891,Dtrack,malware,T1012,Query Registry
"During the 2025 Poland Wiper Attacks, the adversaries had leveraged Group Policy Objects to distribute wiper malware to victim devices through a network share.",defense-impairment|privilege-escalation,defense-impairment|lateral-movement,privilege-escalation,lateral-movement,0.5395978050773729,2025 Poland Wiper Attacks,campaign,T1484.001,Group Policy Modification
LockBit 2.0 can delete log files through the use of wevtutil.,defense-impairment,stealth,defense-impairment,stealth,0.5394590535527054,LockBit 2.0,malware,T1685.005,Clear Windows Event Logs
"GreyEnergy chooses a service, drops a DLL file, and writes it to that serviceDLL Registry key.",persistence|privilege-escalation,persistence,privilege-escalation,,0.5383202460010834,GreyEnergy,malware,T1543.003,Windows Service
PureCrypter can identify virtual machines by querying the WMI object Win32_ComputerSystem for manufacturer and model and check it against the regular expression Microsoft|VMWare|Virtual.,discovery,discovery|execution,,execution,0.5355030917557129,PureCrypter,malware,T1673,Virtual Machine Discovery
SMOKEDHAM has used reg.exe to create a Registry Run key.,persistence|privilege-escalation,persistence,privilege-escalation,,0.5348538305147503,SMOKEDHAM,malware,T1547.001,Registry Run Keys / Startup Folder
Turian can scan for removable media to collect data.,discovery,collection|discovery,,collection,0.5292297794276397,Turian,malware,T1120,Peripheral Device Discovery
PureCrypter has the ability to delay for a specified number of seconds before execution.,stealth,discovery|stealth,,discovery,0.5290026947246359,PureCrypter,malware,T1678,Delay Execution
Indrik Spider used wmic.exe to add a new user to the system.,persistence,execution,persistence,execution,0.5270331490560997,Indrik Spider,intrusion-set,T1136,Create Account
"FIN13 has exploited known vulnerabilities such as CVE-2017-1000486 (Primefaces Application Expression Language Injection), CVE-2015-7450 (WebSphere Application Server SOAP Deserialization Exploit), CVE-2010-5326 (SAP NewWeaver Invoker Servlet Exploit), and EDB-ID-24963 (SAP NetWeaver ConfigServlet Remote Code Execution) to gain initial access.",initial-access,initial-access|privilege-escalation,,privilege-escalation,0.5264523430503543,FIN13,intrusion-set,T1190,Exploit Public-Facing Application
BADNEWS is sometimes signed with an invalid Authenticode certificate in an apparent effort to make it look more legitimate.,stealth,defense-impairment|stealth,,defense-impairment,0.5260370859830686,BADNEWS,malware,T1036.001,Invalid Code Signature
Pupy can use Lazagne for harvesting credentials.,credential-access,credential-access|reconnaissance,,reconnaissance,0.5255274223478634,Pupy,tool,T1552.001,Credentials In Files
ShimRat can sleep when instructed to do so by the C2.,exfiltration,stealth,exfiltration,stealth,0.525220399084188,ShimRat,malware,T1029,Scheduled Transfer
Suckfly used legitimate account credentials that they dumped to navigate the internal victim network as though they were the legitimate account owner.,initial-access|persistence|privilege-escalation|stealth,initial-access|persistence|stealth,privilege-escalation,,0.5247522116000588,Suckfly,intrusion-set,T1078,Valid Accounts
Qilin can terminate specific services on compromised hosts.,impact,impact|persistence,,persistence,0.5195007653399168,Qilin,malware,T1489,Service Stop
"Indrik Spider used PsExec to leverage Windows Defender to disable scanning of all downloaded files and to restrict real-time monitoring. Indrik Spider has used `MpCmdRun` to revert the definitions in Microsoft Defender. Additionally, Indrik Spider has used WMI to stop or uninstall and reset anti-virus products and other defensive services.",defense-impairment,defense-impairment|execution,,execution,0.5166493884142109,Indrik Spider,intrusion-set,T1685,Disable or Modify Tools
The NETWIRE client has been signed by fake and invalid digital certificates.,stealth,defense-impairment,stealth,defense-impairment,0.5141367574571956,NETWIRE,malware,T1036.001,Invalid Code Signature
Brute Ratel C4 can detect EDR userland hooks.,discovery,credential-access|discovery,,credential-access,0.5128043078689042,Brute Ratel C4,tool,T1518.001,Security Software Discovery
Stuxnet attempts to access network resources with a domain account’s credentials.,initial-access|persistence|privilege-escalation|stealth,credential-access|initial-access|persistence,privilege-escalation|stealth,credential-access,0.5095822077847227,Stuxnet,malware,T1078.002,Domain Accounts
"njRAT is capable of manipulating and deleting registry keys, including those used for persistence.",stealth,persistence|stealth,,persistence,0.5085335887086555,njRAT,malware,T1070.009,Clear Persistence
"Diskpart can show information about the selected disk, partition, volume, or virtual hard disk (VHD).",discovery,discovery|impact,,impact,0.5071917798866274,Diskpart,tool,T1082,System Information Discovery
"Empire can leverage WMI debugging to remotely replace binaries like sethc.exe, Utilman.exe, and Magnify.exe with cmd.exe.",persistence|privilege-escalation,execution,persistence|privilege-escalation,execution,0.5067646285346431,Empire,tool,T1546.008,Accessibility Features
"APT29 has compromised IT, cloud services, and managed services providers to gain broad access to multiple customers for subsequent operations.",initial-access,resource-development,initial-access,resource-development,0.5066404679789542,APT29,intrusion-set,T1199,Trusted Relationship
"LockBit 3.0 can encrypt targeted data using the AES-256, ChaCha20, or RSA-2048 algorithms.",impact,command-and-control|impact,,command-and-control,0.506592619405726,LockBit 3.0,malware,T1486,Data Encrypted for Impact
LAPSUS$ has searched a victim's network for code repositories like GitLab and GitHub to discover further high-privilege account credentials.,collection,discovery,collection,discovery,0.5041944277056192,LAPSUS$,intrusion-set,T1213.003,Code Repositories
SideCopy has delivered trojanized executables via spearphishing emails that contacts actor-controlled servers to download malicious payloads.,command-and-control,initial-access,command-and-control,initial-access,0.5019206269101981,SideCopy,intrusion-set,T1105,Ingress Tool Transfer
MirrorFace has used the GO Simple Tunnel (GOST) proxy tool.,command-and-control,command-and-control|resource-development,,resource-development,0.5014626825402994,MirrorFace,intrusion-set,T1090,Proxy
"Indrik Spider has encrypted domain-controlled systems using BitPaymer. Additionally, Indrik Spider used PsExec to execute a ransomware script.",impact,execution,impact,execution,0.49945978694304183,Indrik Spider,intrusion-set,T1486,Data Encrypted for Impact
Qilin can use PowerShell cmdlets to enumerate domain users.,discovery,discovery|execution,,execution,0.49912082161432325,Qilin,malware,T1087.002,Domain Account
SMOKEDHAM has created user accounts.,persistence,persistence|stealth,,stealth,0.49761798054858075,SMOKEDHAM,malware,T1136.001,Local Account
MirrorFace has used the the PuTTY suite Secure Copy Protocol (SCP) client for file transfer.,command-and-control,lateral-movement,command-and-control,lateral-movement,0.49613867184932325,MirrorFace,intrusion-set,T1071.002,File Transfer Protocols
"During Operation Dream Job, Lazarus Group used a remote XSL script to download a Base64-encoded DLL custom downloader.",stealth,command-and-control,stealth,command-and-control,0.4954551237083856,Operation Dream Job,campaign,T1220,XSL Script Processing
"APT38 has created new services or modified existing ones to run executables, commands, or scripts.",execution,persistence|privilege-escalation,execution,persistence|privilege-escalation,0.49391949029594717,APT38,intrusion-set,T1569.002,Service Execution
UPPERCUT has been sideloaded through a legitimately signed application from the JustSystems Corporation.,execution|stealth,defense-impairment,execution|stealth,defense-impairment,0.4931887137319064,UPPERCUT,malware,T1574.001,DLL
Industroyer can use supplied user credentials to execute processes and stop services.,initial-access|persistence|privilege-escalation|stealth,impact|privilege-escalation,initial-access|persistence|stealth,impact,0.488874454795746,Industroyer,malware,T1078,Valid Accounts
